MUNICIPALITY,CRASH_MONTH,DAY_OF_WEEK,TIME_OF_DAY,HOUR_OF_DAY,ILLUMINATION,WEATHER,ROAD_CONDITION,COLLISION_TYPE,RELATION_TO_ROAD,PERSON_COUNT,VEHICLE_COUNT,AUTOMOBILE_COUNT,MOTORCYCLE_COUNT,SMALL_TRUCK_COUNT,HEAVY_TRUCK_COUNT,SUV_COUNT,VAN_COUNT,BICYCLE_COUNT,FATAL_COUNT,INJURY_COUNT,MIN_INJ_COUNT,UNK_INJ_DEG_COUNT,UNK_INJ_PER_COUNT,UNBELTED_OCC_COUNT,PED_DEATH_COUNT,PED_MAJ_INJ_COUNT,COMM_VEH_COUNT,MAX_SEVERITY_LEVEL,DRIVER_COUNT_16YR,DRIVER_COUNT_17YR,DRIVER_COUNT_18YR,DRIVER_COUNT_19YR,DRIVER_COUNT_20YR,DRIVER_COUNT_50_64YR,DRIVER_COUNT_65_74YR,DRIVER_COUNT_75PLUS,lat,long,DEC_LAT,DEC_LONG
2301,4,3,1200,12,1,1,0,1,1,3,3,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,40 27:26.499,79 56:27.747,40.4574,-79.941
2301,7,6,1503,15,1,1,0,7,5,3,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,40 27:40.899,80 01:05.944,40.4614,-80.0183
2117,1,5,1100,11,1,1,0,4,1,2,2,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,1,0,1,40 22:06.027,80 05:02.889,40.3683,-80.0841
2446,1,3,1255,12,1,4,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 25:57.385,79 45:06.528,40.4326,-79.7518
2301,1,2,2050,20,3,1,1,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40 26:18.226,80 00:07.164,40.4384,-80.002
2118,2,6,9999,99,3,4,5,7,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,40 29:05.950,79 58:11.660,40.485,-79.9699
2108,4,3,615,6,5,4,5,1,1,4,4,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 33:49.316,80 01:11.762,40.5637,-80.0199
2115,4,7,234,2,2,1,0,7,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,40 29:42.684,80 07:26.909,40.4952,-80.1241
2407,5,4,738,7,1,1,0,4,1,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,40 20:03.035,80 00:09.657,40.3342,-80.0027
2301,5,5,1542,15,1,1,0,4,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 24:11.703,79 59:20.191,40.4033,-79.9889
2301,1,5,1012,10,1,1,0,4,1,3,2,0,0,1,0,0,1,0,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 26:39.126,80 01:41.424,40.4441,-80.0281
2446,2,7,1230,12,1,8,1,7,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 26:28.134,79 45:39.125,40.4411,-79.7609
2115,3,7,1619,16,1,1,0,4,1,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 27:12.120,80 09:57.470,40.4534,-80.166
2418,3,5,1618,16,1,1,0,7,4,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 32:28.258,79 47:50.559,40.5412,-79.7973
2460,1,1,1305,13,1,1,0,7,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,40 32:23.577,80 07:22.219,40.5399,-80.1228
2301,6,2,1844,18,1,1,0,1,1,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 24:10.510,80 00:03.925,40.4029,-80.0011
2109,1,5,1909,19,3,1,0,1,1,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 23:09.361,80 02:27.384,40.3859,-80.0409
2304,1,7,1017,10,1,4,3,7,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 21:18.617,79 50:06.865,40.3552,-79.8352
2301,2,2,2022,20,3,1,0,4,1,2,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,8,0,0,0,0,1,0,0,0,40 27:20.041,79 53:49.315,40.4556,-79.897
2301,2,3,1901,19,3,2,1,8,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,40 26:06.452,79 57:23.060,40.4351,-79.9564
2301,4,3,2050,20,3,1,0,1,6,2,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40 22:59.690,79 58:37.660,40.3832,-79.9771
2301,4,3,555,5,5,4,5,7,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,40 27:31.184,79 59:54.587,40.4587,-79.9985
2301,5,1,530,5,5,1,0,1,6,1,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 28:04.828,80 01:18.513,40.468,-80.0218
2301,5,3,1640,16,1,1,0,5,1,2,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,40 26:28.227,80 00:31.701,40.4414,-80.0088
2219,6,6,712,7,1,2,1,1,1,3,3,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,8,0,0,0,1,0,0,0,0,40 19:48.011,79 59:19.864,40.33,-79.9889
2204,1,5,612,6,5,1,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 14:24.036,79 52:06.048,40.24,-79.8683
2213,1,1,1111,11,1,1,0,1,1,2,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,40 29:02.630,80 11:09.086,40.4841,-80.1859
2301,2,4,1715,17,1,4,1,4,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 27:23.115,79 53:30.886,40.4564,-79.8919
2301,5,3,9999,99,1,1,0,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40 25:42.575,79 55:46.644,40.4278,-79.9286
2301,3,4,2026,20,3,1,0,1,1,7,2,1,0,0,0,1,0,0,0,5,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,40 26:03.051,79 59:46.695,40.4341,-79.9957
2214,1,6,717,7,5,8,5,7,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40 25:03.438,80 12:03.473,40.4176,-80.201
2214,2,2,711,7,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 25:48.951,80 11:27.640,40.4303,-80.191
2301,4,7,1130,11,1,1,0,4,1,4,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,1,0,0,40 26:52.940,80 01:04.220,40.448,-80.0178
2301,1,6,1550,15,1,1,1,2,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 28:26.800,80 02:05.570,40.4741,-80.0349
2213,1,5,1739,17,3,8,1,1,1,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 30:17.779,80 08:41.293,40.5049,-80.1448
2113,1,3,1833,18,2,1,1,1,1,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 29:41.767,79 48:30.816,40.4949,-79.8086
2203,2,3,830,8,1,4,6,7,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,40 29:45.277,80 16:40.893,40.4967,-80.2791
2112,2,7,1457,14,1,1,0,1,1,6,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,40 30:24.924,79 51:26.391,40.5069,-79.8573
2446,2,4,1745,17,1,1,0,1,1,4,2,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,9,0,0,0,0,0,0,0,0,40 26:09.359,79 47:08.354,40.4359,-79.7857
2454,5,3,1115,11,1,1,1,7,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40 20:25.500,79 57:28.900,40.3404,-79.958
2301,1,5,1839,18,3,1,1,1,1,7,3,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40 26:39.315,79 59:27.230,40.4443,-79.9909
2301,3,5,1546,15,1,1,0,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,40 27:25.725,79 55:45.483,40.4571,-79.9293
2301,6,5,1925,19,1,1,0,4,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 27:48.909,79 57:10.710,40.4636,-79.953
2216,1,5,2147,21,3,1,0,4,1,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 37:34.267,80 03:22.142,40.6262,-80.0562
2214,4,6,615,6,2,2,1,1,1,2,2,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,40 26:14.143,80 12:13.836,40.4373,-80.2038
2207,6,5,1728,17,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,1,0,1,0,0,40 35:58.700,79 56:51.800,40.5996,-79.9477
2207,6,2,535,5,1,1,0,1,1,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,40 36:23.746,79 56:27.975,40.6065,-79.9409
2111,1,3,100,1,3,1,0,7,5,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 22:22.980,79 48:01.160,40.3731,-79.8003
2301,1,6,1605,16,1,1,0,4,1,2,2,1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 25:58.342,79 56:11.533,40.4329,-79.9365
2446,1,1,35,0,2,1,0,7,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40 27:04.000,79 45:41.600,40.4511,-79.7616
2454,2,6,2259,22,3,1,0,7,5,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 20:35.221,79 57:50.585,40.3431,-79.964
2445,3,5,922,9,1,1,0,1,1,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40 28:24.852,79 58:19.643,40.4723,-79.973
2473,5,6,2319,23,3,1,0,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40 21:01.295,79 55:37.197,40.3503,-79.927
2216,1,3,946,9,1,4,4,7,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 38:25.169,80 00:05.098,40.6403,-80.0013
2301,1,3,1300,13,1,1,1,4,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 26:25.602,79 57:37.155,40.4404,-79.9603
2113,2,3,2315,23,2,8,5,6,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 28:42.656,79 49:20.913,40.4785,-79.8225
2407,4,4,1340,13,1,1,0,4,1,2,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,40 20:50.326,80 03:21.122,40.3473,-80.0559
2102,1,7,1130,11,1,1,1,7,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,40 25:28.420,80 07:45.390,40.4246,-80.1293
2301,2,7,900,9,1,1,0,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40 28:13.414,79 55:23.160,40.4704,-79.9231
2113,3,3,1845,18,1,1,0,7,4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,40 27:46.618,79 47:28.301,40.4629,-79.7912
2301,4,4,245,2,3,1,0,1,6,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 25:14.440,79 55:20.350,40.4207,-79.9223
2448,4,7,1040,10,1,4,1,4,1,2,2,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,40 23:38.680,79 54:10.240,40.3941,-79.9028
2301,4,5,2345,23,3,1,0,7,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 27:00.522,79 58:25.867,40.4501,-79.9739
2301,4,1,1915,19,1,1,0,2,1,4,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,40 25:42.947,79 58:39.500,40.4286,-79.9776
2301,1,4,915,9,1,1,8,7,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,40 28:03.850,80 00:10.140,40.4677,-80.0028
2301,3,3,1445,14,1,1,0,1,1,4,3,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,1,0,0,40 29:01.567,80 02:59.964,40.4838,-80.05
2212,3,5,1040,10,1,2,1,7,5,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,40 36:57.967,80 05:33.625,40.6161,-80.0927
2446,3,5,1222,12,1,1,0,6,1,4,2,2,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,1,40 25:08.403,79 48:41.119,40.419,-79.8114
2301,4,3,1635,16,1,1,0,5,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 29:15.360,79 55:21.240,40.4876,-79.9226
2301,1,1,15,0,3,2,1,4,1,1,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,40 27:41.621,79 55:19.496,40.4615,-79.9222
2202,1,3,1637,16,1,4,3,4,4,3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40 38:25.321,79 44:10.682,40.6404,-79.7363
2301,1,7,920,9,1,1,0,4,1,3,2,1,0,0,0,1,0,0,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 26:55.147,80 00:08.294,40.4487,-80.0023
2106,2,2,1735,17,1,1,0,4,1,2,2,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,40 40:03.024,79 42:51.855,40.6675,-79.7144
2301,4,2,1437,14,8,1,0,4,1,3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 25:33.399,79 54:42.022,40.4259,-79.9117
2113,1,7,855,8,1,1,1,7,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,40 27:06.579,79 50:37.785,40.4518,-79.8438
2113,1,3,1720,17,1,1,0,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,40 27:44.512,79 51:57.187,40.4624,-79.8659
2464,2,3,520,5,3,4,6,7,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 36:28.812,79 45:46.926,40.608,-79.763
2473,2,2,1909,19,2,1,0,8,1,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 23:30.184,79 53:00.995,40.3917,-79.8836
2111,2,4,1724,17,1,1,1,1,1,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,40 22:10.123,79 47:00.152,40.3695,-79.7834
2304,6,7,2146,21,2,1,0,7,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,40 20:25.940,79 51:24.497,40.3405,-79.8568
2113,1,4,1736,17,4,4,3,7,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40 30:38.389,79 47:59.977,40.5107,-79.8
2301,2,3,450,4,3,1,0,7,5,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,40 24:26.087,80 00:15.426,40.4072,-80.0043
2446,2,7,248,2,2,1,0,1,6,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 25:17.060,79 47:19.910,40.4214,-79.7889
2102,3,1,835,8,1,4,1,7,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 22:01.047,80 06:19.872,40.367,-80.1055
2446,4,2,1643,16,1,2,1,8,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,40 26:16.098,79 46:11.488,40.4378,-79.7699
2301,4,5,1125,11,1,1,0,1,1,4,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 27:47.469,79 57:18.482,40.4632,-79.9551
2301,5,3,935,9,1,1,0,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 23:35.163,79 59:12.001,40.3931,-79.9867
2118,1,6,9999,99,1,4,5,1,1,2,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 29:38.666,79 57:47.979,40.4941,-79.9633
2115,2,2,1930,19,2,1,0,7,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 27:37.237,80 08:57.630,40.4603,-80.1493
2413,3,3,830,8,1,1,0,4,1,2,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8,0,0,1,0,0,0,0,0,40 22:02.877,79 58:43.518,40.3675,-79.9788
2301,4,7,2130,21,3,1,0,1,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 27:57.420,79 57:20.268,40.466,-79.9556
2108,4,2,1220,12,1,2,1,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,40 34:19.267,80 00:58.989,40.572,-80.0164
2438,3,5,1900,19,1,1,0,1,6,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 24:24.163,79 54:37.833,40.4067,-79.9105
2481,4,5,1201,12,1,1,0,4,1,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40 34:49.440,80 05:47.607,40.5804,-80.0966
2301,4,1,1250,12,1,1,0,4,1,6,3,2,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,40 24:39.772,80 00:47.407,40.411,-80.0132
2301,5,4,1745,17,1,2,1,6,1,3,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 28:08.223,80 00:05.112,40.469,-80.0014
2446,6,4,1408,14,1,1,0,2,1,2,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 26:27.081,79 45:03.286,40.4409,-79.7509
2109,6,2,1737,17,1,1,0,4,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40 23:23.907,80 03:30.403,40.39,-80.0584
2108,1,1,1849,18,2,4,3,7,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40 36:16.310,80 03:51.930,40.6045,-80.0644
2113,2,2,1710,17,4,7,6,7,2,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,1,40 28:10.000,79 47:44.000,40.4694,-79.7956
2301,2,7,2205,22,3,1,0,7,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,40 24:10.860,79 59:30.140,40.403,-79.9917
2301,2,2,2225,22,3,1,0,7,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,40 26:05.290,80 01:38.270,40.4348,-80.0273
2301,3,1,1311,13,1,1,0,4,1,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 24:09.325,80 01:15.590,40.4026,-80.021
2220,5,7,1150,11,1,2,1,4,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40 36:01.285,79 53:19.242,40.6004,-79.8887
2208,1,1,744,7,1,2,1,7,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 33:01.684,79 49:07.089,40.5505,-79.8186
2119,2,7,1144,11,1,1,0,7,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 21:13.186,80 08:11.761,40.3537,-80.1366
2115,4,7,610,6,5,1,0,7,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 29:40.283,80 07:24.295,40.4945,-80.1234
2440,5,6,1757,17,1,1,0,4,1,4,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,40 17:10.089,79 55:02.971,40.2861,-79.9175
2301,5,3,1807,18,1,1,0,2,1,3,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 28:42.075,79 57:20.439,40.4784,-79.9557
2301,6,5,1714,17,1,1,0,4,1,5,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,40 26:32.726,79 59:59.802,40.4424,-79.9999
2426,1,3,2157,21,3,1,0,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 25:40.558,79 53:05.481,40.4279,-79.8849
2301,2,1,1010,10,1,4,3,7,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 25:55.059,79 55:05.491,40.432,-79.9182
2208,3,1,520,5,3,1,0,7,5,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,40 33:00.401,79 49:08.797,40.5501,-79.8191
2301,4,5,1100,11,1,1,0,8,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,40 27:56.311,79 57:18.759,40.4656,-79.9552
2301,1,5,915,9,1,1,0,7,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 29:37.302,80 00:42.619,40.4937,-80.0118
2301,1,3,2035,20,3,4,3,7,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 28:14.271,79 57:25.725,40.4706,-79.9571
2216,2,3,230,2,2,4,5,7,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 40:20.932,79 59:46.773,40.6725,-79.9963
2301,3,4,2030,20,3,1,0,1,6,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 23:45.350,79 59:14.200,40.3959,-79.9873
2301,3,5,113,1,2,1,0,7,4,3,1,0,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,40 25:29.713,79 57:10.664,40.4249,-79.953
2304,1,7,650,6,1,5,5,7,5,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,40 21:06.832,79 51:40.030,40.3519,-79.8611
2301,1,2,119,1,3,1,0,8,1,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 26:26.923,79 57:15.724,40.4408,-79.9544
2118,4,2,9999,99,1,1,1,1,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,40 29:08.793,79 57:33.777,40.4858,-79.9594
2407,4,5,1719,17,1,1,0,1,1,2,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,40 21:20.112,80 01:41.249,40.3556,-80.0281
2301,4,2,847,8,1,1,0,1,1,2,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 25:55.754,80 01:38.861,40.4322,-80.0275
2304,6,4,1744,17,1,1,0,4,1,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 19:38.395,79 50:24.825,40.3273,-79.8402
2301,1,2,2223,22,3,1,0,7,5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,40 24:33.380,80 01:54.000,40.4093,-80.0317
2203,3,6,758,7,1,4,1,4,1,4,2,0,0,1,0,1,0,0,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,40 29:31.002,80 19:47.003,40.4919,-80.3297
2301,3,3,2025,20,3,1,0,4,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40 27:10.404,79 55:14.574,40.4529,-79.9207
2301,4,1,1719,17,1,1,0,1,1,4,3,1,0,1,0,1,0,0,0,1,0,1,0,4,0,0,0,8,0,0,1,0,1,0,1,0,40 26:34.345,80 01:45.587,40.4429,-80.0293
2473,5,5,242,2,2,1,0,1,4,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40 22:03.750,79 55:24.150,40.3677,-79.9234
2441,1,5,759,7,1,4,1,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 34:05.386,80 12:46.378,40.5682,-80.2129
