MUNICIPALITY,CRASH_MONTH,DAY_OF_WEEK,TIME_OF_DAY,HOUR_OF_DAY,ILLUMINATION,WEATHER,ROAD_CONDITION,COLLISION_TYPE,RELATION_TO_ROAD,PERSON_COUNT,VEHICLE_COUNT,AUTOMOBILE_COUNT,MOTORCYCLE_COUNT,SMALL_TRUCK_COUNT,HEAVY_TRUCK_COUNT,SUV_COUNT,VAN_COUNT,BICYCLE_COUNT,FATAL_COUNT,INJURY_COUNT,MIN_INJ_COUNT,UNK_INJ_DEG_COUNT,UNK_INJ_PER_COUNT,UNBELTED_OCC_COUNT,PED_DEATH_COUNT,PED_MAJ_INJ_COUNT,COMM_VEH_COUNT,MAX_SEVERITY_LEVEL,DRIVER_COUNT_16YR,DRIVER_COUNT_17YR,DRIVER_COUNT_18YR,DRIVER_COUNT_19YR,DRIVER_COUNT_20YR,DRIVER_COUNT_50_64YR,DRIVER_COUNT_65_74YR,DRIVER_COUNT_75PLUS,lat,long,DEC_LAT,DEC_LONG
2116,1,5,1255,12,1,1,0,7,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,40 30:47.008,80 03:22.490,40.5131,-80.0562
2106,1,4,2239,22,2,4,1,7,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 38:24.412,79 43:16.830,40.6401,-79.7213
2301,4,3,345,3,3,1,0,7,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40 25:38.617,79 57:07.775,40.4274,-79.9522
2113,1,7,1034,10,1,4,3,7,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 27:08.162,79 50:38.512,40.4523,-79.844
2446,3,7,900,9,1,1,0,7,4,2,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,8,0,0,0,1,0,0,0,0,40 26:22.145,79 45:19.583,40.4395,-79.7554
2116,3,7,1031,10,1,1,0,1,1,5,3,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,40 33:05.263,80 01:11.369,40.5515,-80.0198
2301,4,3,710,7,1,1,0,5,1,3,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 29:14.634,79 54:46.319,40.4874,-79.9129
2301,4,6,1726,17,1,1,0,2,1,4,2,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,1,0,0,40 27:23.972,80 00:00.406,40.4567,-80.0001
2113,5,4,216,2,3,2,1,7,5,5,1,1,0,0,0,0,0,0,0,1,0,1,1,4,0,0,0,8,0,0,1,0,0,0,0,0,40 27:09.925,79 49:06.895,40.4528,-79.8186
2475,1,5,2150,21,3,1,1,1,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40 24:14.568,79 52:59.976,40.404,-79.8833
2477,3,3,2016,20,3,1,0,4,1,2,2,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,1,0,0,0,0,40 20:01.983,79 48:45.247,40.3339,-79.8126
2301,3,6,701,7,1,1,0,4,1,2,2,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,40 24:44.822,79 58:37.426,40.4125,-79.9771
2446,3,2,1528,15,1,1,0,8,4,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,40 26:47.300,79 46:36.700,40.4465,-79.7769
2117,4,1,1237,12,1,1,0,1,1,4,2,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,8,0,0,0,0,0,1,0,0,40 24:04.710,80 03:47.205,40.4013,-80.0631
2116,4,4,1215,12,1,1,0,7,4,3,3,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,2,40 32:43.098,80 01:50.656,40.5453,-80.0307
2431,6,4,1425,14,1,1,0,4,1,3,2,2,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,40 25:27.796,79 50:36.884,40.4244,-79.8436
2207,1,1,245,2,3,1,0,7,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 34:51.223,79 56:57.894,40.5809,-79.9494
2301,1,6,1251,12,1,1,0,4,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 23:08.304,79 59:02.990,40.3856,-79.9842
2303,3,6,1230,12,1,1,0,5,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,40 21:45.550,79 51:10.640,40.3627,-79.853
2203,4,3,605,6,1,1,5,1,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,40 29:53.305,80 17:01.560,40.4981,-80.284
2301,5,1,735,7,1,1,0,7,1,2,1,0,0,1,0,0,0,0,0,2,0,1,0,2,0,0,0,2,0,0,0,0,0,1,0,0,40 27:10.200,79 59:32.700,40.4528,-79.9924
2207,5,2,2048,20,4,1,0,7,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 36:47.359,79 57:22.204,40.6131,-79.9562
2301,1,7,310,3,3,4,3,1,4,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 24:03.310,79 59:20.970,40.4009,-79.9892
2477,2,6,1214,12,1,1,0,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40 21:09.924,79 49:17.259,40.3528,-79.8215
2304,3,3,2355,23,3,2,1,4,1,6,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,40 20:47.684,79 51:17.128,40.3466,-79.8548
2301,3,3,935,9,1,1,0,7,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40 26:58.269,79 55:46.076,40.4495,-79.9295
2112,4,2,625,6,2,2,1,1,1,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 30:40.715,79 51:16.979,40.5113,-79.8547
2111,1,2,1141,11,1,1,0,4,1,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,40 22:10.770,79 46:41.853,40.3697,-79.7783
2301,2,6,734,7,1,1,0,1,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 24:49.600,79 55:21.800,40.4138,-79.9227
2438,3,3,2003,20,3,2,0,4,1,5,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 24:13.273,79 54:32.835,40.4037,-79.9091
2446,4,4,759,7,1,1,0,1,1,4,3,2,0,0,0,1,0,0,0,4,3,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,40 24:17.056,79 45:43.957,40.4047,-79.7622
2214,4,4,2059,20,3,1,0,1,1,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,40 26:24.315,80 13:38.441,40.4401,-80.2273
2216,2,4,106,1,2,2,1,9,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40 38:20.147,79 59:39.737,40.6389,-79.9943
2213,4,1,1613,16,1,1,0,4,1,3,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,40 31:25.024,80 11:16.018,40.5236,-80.1878
2301,4,1,1410,14,1,1,0,1,1,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40 25:56.301,79 55:05.725,40.4323,-79.9183
2301,4,4,1920,19,1,1,0,4,1,4,5,4,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,1,0,40 29:02.400,79 56:14.530,40.484,-79.9374
2419,1,5,1652,16,1,1,0,1,1,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 26:12.212,79 49:37.991,40.4367,-79.8272
2466,1,7,1028,10,1,1,6,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40 27:02.809,79 42:48.877,40.4508,-79.7136
2216,1,4,2044,20,2,1,1,7,4,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,40 37:59.755,80 00:13.678,40.6333,-80.0038
2126,4,6,842,8,1,1,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,40 28:40.634,80 06:10.314,40.478,-80.1029
2208,1,5,930,9,1,8,1,1,1,2,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,40 32:19.639,79 49:47.410,40.5388,-79.8298
2301,3,3,305,3,3,1,1,7,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40 28:57.950,79 56:19.450,40.4828,-79.9387
2461,3,2,2240,22,3,1,0,7,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 29:48.880,79 56:15.430,40.4969,-79.9376
2301,4,5,1220,12,1,2,1,4,1,2,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 27:09.255,79 55:35.785,40.4526,-79.9266
2301,6,5,1225,12,1,1,0,8,1,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 26:16.659,79 59:27.812,40.438,-79.9911
2113,6,3,531,5,1,1,0,4,1,3,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,40 28:39.352,79 50:33.848,40.4776,-79.8427
2301,1,5,1410,14,1,1,0,1,1,2,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,40 26:38.028,80 00:15.560,40.4439,-80.0043
2301,1,6,1940,19,2,4,4,7,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 28:30.280,79 56:20.330,40.4751,-79.939
2481,3,7,1309,13,1,1,0,9,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 35:46.150,80 04:40.300,40.5962,-80.0779
2216,4,3,2321,23,3,1,0,4,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 37:28.157,80 03:14.062,40.6245,-80.0538
2435,4,7,958,9,1,1,0,1,1,3,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,1,0,0,0,40 24:56.234,80 03:35.852,40.4156,-80.06
2301,5,1,237,2,3,2,1,7,5,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 28:11.396,79 57:49.382,40.4698,-79.9637
2217,1,3,759,7,1,1,0,4,1,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,40 38:01.130,79 56:19.322,40.6336,-79.9387
2301,3,5,429,4,3,1,0,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 27:37.508,79 53:31.401,40.4604,-79.8921
2108,3,4,1421,14,1,1,0,7,1,3,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,40 35:53.604,80 02:51.077,40.5982,-80.0475
2301,4,7,2305,23,2,1,0,7,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 26:17.426,80 01:52.604,40.4382,-80.0313
2301,4,3,2350,23,3,1,0,5,4,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 29:21.198,79 55:33.891,40.4892,-79.9261
2458,1,6,1744,17,3,4,3,8,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,40 32:14.634,80 11:09.830,40.5374,-80.1861
2301,1,6,111,1,3,1,1,1,6,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,40 23:45.985,79 59:00.848,40.3961,-79.9836
2301,2,7,940,9,1,1,0,1,1,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 25:42.481,79 56:12.502,40.4285,-79.9368
2301,4,6,2014,20,3,1,0,7,4,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,40 24:41.600,80 00:42.292,40.4116,-80.0117
2301,5,2,856,8,1,1,0,4,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 28:17.284,79 57:35.117,40.4715,-79.9598
2446,6,7,1712,17,1,1,0,7,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 26:05.720,79 47:26.074,40.4349,-79.7906
2213,3,5,932,9,1,1,0,1,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 32:02.158,80 13:44.526,40.5339,-80.229
2301,4,2,1610,16,1,1,0,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 26:34.854,80 03:09.838,40.443,-80.0527
2108,1,5,1015,10,1,1,0,4,1,2,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,40 34:35.251,80 01:33.002,40.5765,-80.0258
2433,4,2,2355,23,3,1,0,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 19:54.320,79 53:31.980,40.3318,-79.8922
2301,4,6,1920,19,1,1,0,5,1,1,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,40 27:14.709,80 00:07.048,40.4541,-80.002
2301,5,2,135,1,3,2,1,8,1,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,40 26:40.405,80 00:03.103,40.4446,-80.0009
2118,5,1,9999,99,1,1,0,1,1,3,3,1,0,1,0,1,0,0,0,2,0,2,0,1,0,0,0,8,0,0,0,0,0,0,0,0,40 32:03.574,79 57:37.001,40.5343,-79.9603
2113,1,7,1648,16,1,1,0,2,1,5,2,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,40 26:56.126,79 48:59.662,40.4489,-79.8166
2301,1,1,105,1,3,1,0,4,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,40 26:15.464,79 59:03.224,40.4376,-79.9842
2116,2,6,1733,17,1,1,0,1,1,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40 30:35.235,79 59:30.016,40.5098,-79.9917
2118,4,5,9999,99,1,1,0,4,1,2,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,1,1,40 32:13.935,79 57:49.352,40.5372,-79.9637
2115,5,7,1440,14,1,1,0,4,1,3,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,40 26:39.028,80 08:49.622,40.4442,-80.1471
2446,5,2,1528,15,1,1,0,4,1,3,3,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,40 26:38.515,79 46:54.440,40.444,-79.7818
2301,2,1,33,0,3,1,6,7,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 22:42.262,79 56:14.657,40.3784,-79.9374
2301,3,6,1729,17,1,1,0,1,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 27:31.087,79 57:26.872,40.4586,-79.9575
2301,4,7,145,1,3,1,0,1,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 23:35.058,79 56:05.315,40.3931,-79.9348
2448,5,2,1258,12,1,1,0,6,1,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,40 24:33.288,79 53:57.873,40.4092,-79.8994
2109,5,3,1639,16,1,1,0,7,4,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,40 22:48.985,80 03:09.200,40.3803,-80.0526
2435,5,4,1206,12,1,1,0,7,5,3,1,0,0,0,0,1,0,0,0,3,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,40 25:17.235,80 03:09.289,40.4215,-80.0526
2301,6,5,1632,16,1,1,0,4,1,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 26:56.497,79 57:06.829,40.449,-79.9519
2301,6,6,17,0,3,2,1,2,4,3,2,2,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,4,0,0,1,0,0,0,0,0,40 24:00.147,80 01:26.199,40.4,-80.0239
2301,1,3,1610,16,1,1,0,7,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,40 27:29.744,80 01:48.907,40.4583,-80.0303
2220,1,1,1644,16,4,4,3,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 39:19.415,79 53:29.197,40.6554,-79.8914
2301,4,3,1444,14,1,1,0,7,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 25:40.193,79 56:58.315,40.4278,-79.9495
2301,4,7,1144,11,1,1,0,1,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,40 25:31.889,79 54:31.127,40.4255,-79.9086
2116,3,1,248,2,2,1,0,7,5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,40 32:30.207,80 03:35.343,40.5417,-80.0598
2446,1,2,1226,12,1,1,0,4,1,2,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,1,0,0,40 25:38.512,79 43:16.976,40.4274,-79.7214
2438,1,3,1230,12,1,1,0,4,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,40 24:17.438,79 54:38.415,40.4048,-79.9107
2466,1,3,952,9,1,1,0,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40 27:49.204,79 42:19.641,40.4637,-79.7055
2212,4,1,315,3,2,1,0,9,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,40 39:40.112,80 05:29.035,40.6613,-80.0917
2301,4,7,155,1,3,4,1,2,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 26:28.496,79 57:33.210,40.4412,-79.9592
2105,4,7,2153,21,3,1,0,7,4,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 16:07.220,79 48:06.500,40.2687,-79.8018
2219,4,1,1229,12,1,1,0,4,1,6,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8,0,0,1,0,0,1,0,0,40 19:32.138,79 59:09.564,40.3256,-79.986
2102,6,5,1053,10,1,1,0,7,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 22:42.320,80 06:39.700,40.3784,-80.111
2301,1,1,824,8,1,1,0,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 28:11.253,79 54:31.351,40.4698,-79.9087
2108,2,6,2306,23,2,4,3,7,5,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 33:28.600,79 59:56.800,40.5579,-79.9991
2301,4,3,720,7,1,8,5,0,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 29:25.114,80 00:33.540,40.4903,-80.0093
2435,4,6,1919,19,1,1,0,1,1,6,3,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 24:46.557,80 03:56.105,40.4129,-80.0656
2446,5,5,1435,14,1,1,0,1,1,4,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,40 26:37.386,79 46:48.081,40.4437,-79.78
2466,1,4,1132,11,1,1,0,4,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,40 27:02.952,79 42:48.828,40.4508,-79.7136
2301,1,7,720,7,5,1,0,7,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 25:34.202,79 53:39.622,40.4262,-79.8943
2301,6,3,1400,14,1,1,0,1,1,2,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40 25:45.202,79 55:16.968,40.4292,-79.9214
2423,1,4,747,7,1,1,6,4,1,2,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,8,0,0,1,0,0,0,0,0,40 21:14.115,79 53:48.858,40.3539,-79.8969
2301,2,3,2123,21,3,1,0,1,1,4,2,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,8,0,0,0,0,0,1,1,0,40 25:46.020,79 55:32.890,40.4295,-79.9258
2301,2,2,1420,14,1,1,0,4,4,5,3,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,40 26:07.456,79 59:04.329,40.4354,-79.9845
2301,3,6,1155,11,1,2,1,7,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40 24:25.512,80 02:03.059,40.4071,-80.0342
2104,4,7,540,5,5,1,0,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40 35:10.763,79 46:41.670,40.5863,-79.7782
2213,2,4,2302,23,3,1,3,7,4,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,40 32:12.765,80 12:05.366,40.5369,-80.2015
2411,2,2,1258,12,1,1,0,7,2,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,1,40 24:32.290,79 51:25.150,40.409,-79.857
2440,3,5,2151,21,3,2,1,4,1,3,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,40 19:09.966,79 53:54.709,40.3194,-79.8985
2446,4,6,1614,16,1,1,0,4,1,4,2,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,40 26:18.572,79 46:18.315,40.4385,-79.7718
2111,4,7,1814,18,1,1,0,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40 23:08.952,79 49:20.575,40.3858,-79.8224
2301,3,3,500,5,2,1,0,7,5,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,40 26:11.403,80 02:11.742,40.4365,-80.0366
2301,4,2,1502,15,1,1,0,8,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,40 23:21.210,79 59:07.540,40.3892,-79.9854
2407,4,7,1609,16,1,1,0,4,1,2,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,40 18:35.846,80 01:59.478,40.31,-80.0332
2301,5,3,1710,17,1,1,0,8,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 27:57.268,79 57:12.999,40.4659,-79.9536
2301,5,5,740,7,1,1,0,2,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,40 26:17.019,79 59:38.452,40.4381,-79.994
2301,2,1,1130,11,1,1,0,5,1,4,2,1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,8,0,0,0,0,0,1,0,0,40 26:28.496,79 57:33.210,40.4412,-79.9592
2215,3,6,805,8,1,2,1,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40 33:10.275,80 06:21.593,40.5529,-80.106
2301,4,3,630,6,5,4,5,7,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 24:09.187,80 01:57.781,40.4026,-80.0327
2301,4,5,2127,21,3,1,0,4,1,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40 26:15.941,80 03:21.044,40.4378,-80.0558
2214,4,7,214,2,2,1,0,7,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 26:56.290,80 12:34.670,40.449,-80.2096
2301,5,5,2057,20,3,2,1,7,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 29:12.469,80 01:21.648,40.4868,-80.0227
2301,5,7,1532,15,1,1,0,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 25:42.132,79 55:56.467,40.4284,-79.9324
2410,2,6,1039,10,1,1,0,4,1,5,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,1,40 24:22.276,79 52:24.639,40.4062,-79.8735
2301,2,7,549,5,1,4,3,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 28:57.082,79 56:22.336,40.4825,-79.9395
2301,3,5,1107,11,1,1,0,1,1,3,2,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,8,0,0,0,0,0,1,0,0,40 25:47.814,80 01:39.780,40.4299,-80.0277
2301,5,1,1053,10,1,1,0,2,1,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40 26:14.740,79 58:46.297,40.4374,-79.9795
