DEC_LAT,DEC_LONG
40.3649,-79.7749
40.616,-79.7532
40.5913,-80.037
40.395,-79.9417
40.4407,-79.7675
40.4374,-79.9628
40.4492,-80.0234
40.4697,-79.9301
40.4684,-80.1234
40.5615,-80.0862
40.4741,-80.0928
40.5225,-80.18
40.4672,-79.8362
40.5656,-80.2304
40.4299,-79.7513
40.462,-79.9246
40.4466,-79.9947
40.3359,-80.0446
40.3627,-79.8751
40.5071,-80.0385
40.4302,-80.0041
40.3784,-80.0707
40.4435,-80.0046
40.5512,-79.8981
40.4357,-79.9629
40.4357,-79.9944
40.4634,-79.9828
40.4511,-79.984
40.494,-79.9029
40.2409,-79.8601
40.4495,-80.0009
40.4414,-80.235
40.3365,-79.81
40.5767,-80.2224
40.6337,-80.057
40.5932,-79.772
40.4571,-79.9293
40.4279,-80.0001
40.6394,-79.9587
40.4978,-80.0601
40.4578,-79.9355
40.477,-80.0415
40.437,-79.9832
40.3821,-79.8192
40.3402,-79.9673
40.6255,-79.8603
40.3674,-79.8186
40.3976,-80.106
40.4601,-79.8435
40.3606,-79.8456
40.4275,-79.9222
40.4239,-80.1089
40.3621,-80.1107
40.4682,-79.9281
40.4864,-79.9132
40.4497,-80.2092
40.4583,-79.9187
40.4642,-79.9253
40.4486,-80.0259
40.4558,-79.9921
40.4522,-80.1935
40.5037,-80.2224
40.4408,-80.0068
40.4417,-80.0029
40.4916,-79.8902
40.3547,-80.1152
40.4632,-79.8993
40.4648,-79.8287
40.5459,-79.9013
40.4902,-79.782
40.415,-80.009
40.4495,-80.0026
40.4702,-79.8937
40.4927,-79.8976
40.4704,-79.9231
40.4445,-79.9905
40.4836,-79.9206
40.4707,-80.0919
40.4494,-79.8295
40.4519,-79.8438
40.3998,-79.9891
40.4949,-79.9365
40.5392,-79.9722
40.6342,-80.0977
40.5253,-79.8246
40.4935,-80.0112
40.3395,-79.9679
40.413,-80.0239
40.4873,-79.885
40.6245,-80.0538
40.4552,-79.8819
40.4951,-79.9276
40.4914,-80.08
40.4135,-80.0428
40.3916,-79.9344
40.4576,-79.9042
40.4062,-79.9923
40.526,-80.2291
40.398,-80.0883
40.6358,-79.9402
40.494,-79.9029
40.4443,-79.9546
40.619,-80.0844
40.6315,-79.9918
40.4515,-80.0074
40.4931,-79.9115
40.3408,-80.0228
40.434,-79.7532
40.4248,-79.927
40.3691,-79.9711
40.4378,-79.9729
40.4802,-80.0446
40.4463,-79.8279
40.4556,-79.9767
40.4422,-79.995
40.4657,-79.8764
40.4392,-80.2118
40.4873,-79.8955
40.4243,-80.0307
40.4023,-80.0008
40.5756,-79.9834
40.4221,-79.9863
40.3924,-80.0674
40.414,-80.0097
40.3827,-80.0439
40.3815,-80.0442
40.5145,-79.9066
40.3998,-79.9357
40.4966,-80.0513
40.366,-79.9494
40.4911,-79.8869
40.504,-80.1952
40.4801,-79.7698
40.5304,-79.9549
40.4213,-80.0453
40.412,-80.0068
40.3325,-79.9338
40.414,-79.9231
40.5661,-79.9988
40.4358,-80.0685
40.353,-79.8439
40.4382,-79.8305
40.4608,-79.9881
40.5501,-80.0264
40.3461,-80.0498
,
40.4464,-79.7634
40.4495,-80.0729
40.3521,-79.9646
40.454,-80.0541
40.4479,-79.9904
40.4908,-79.8847
40.4703,-80.2204
40.4254,-79.9089
40.45,-79.827
40.631,-79.9619
40.4602,-79.9131
40.3131,-79.8221
40.3714,-80.0999
40.4399,-79.9942
40.4989,-80.071
40.531,-80.19
40.4574,-79.9089
40.3977,-79.9919
40.376,-80.098
40.3923,-80.0109
40.4492,-79.9828
40.4606,-79.8729
40.4537,-79.9054
40.5471,-80.195
40.4412,-79.9592
40.4484,-79.7611
40.3928,-79.8191
40.5497,-80.0271
40.4354,-79.7818
40.4566,-79.9046
40.4803,-79.8372
40.4279,-79.9248
40.4681,-80.0023
40.4736,-79.9083
40.3787,-79.9107
40.458,-79.7084
40.4356,-79.9829
40.3869,-79.9956
40.4139,-80.1901
40.2857,-79.9275
40.4488,-79.9616
40.4364,-80.0385
40.4555,-79.9664
40.4521,-79.9634
40.4441,-80.0281
40.5178,-80.1673
40.4528,-80.0223
40.292,-79.8925
40.4396,-80.0097
40.5267,-79.8162
40.4287,-79.8846
40.3565,-80.1194
40.4741,-79.9315
40.4629,-80.0318
40.4571,-80.0294
40.509,-79.9461
40.5557,-79.8132
40.4283,-79.9273
40.4279,-79.9807
40.4291,-79.9406
40.2746,-79.8937
40.4513,-79.9636
40.4394,-79.9618
40.4267,-79.9376
40.3755,-79.7968
40.4317,-79.8721
40.4463,-79.8279
40.627,-80.0304
40.3936,-80.0231
40.5221,-79.9479
40.3837,-80.2115
40.4298,-79.8849
40.4385,-79.7707
40.6065,-79.9409
40.392,-79.7581
40.3563,-80.016
40.3531,-79.8828
40.4441,-79.9192
40.4526,-79.9266
40.4236,-79.9618
40.4744,-80.337
40.4683,-79.7959
40.5306,-80.012
40.4275,-79.8907
40.3705,-79.9752
40.4583,-79.9642
40.3283,-79.7964
40.3902,-79.9345
40.5311,-80.1272
40.4324,-79.9606
40.4477,-80.1643
40.496,-80.0079
40.4135,-80.0428
40.4502,-79.8269
40.4556,-79.932
40.4621,-79.8885
40.4106,-80.0153
40.3378,-79.9515
40.4132,-80.01
40.4663,-79.8862
40.4374,-79.9795
40.4388,-79.9617
40.4266,-79.8924
40.4533,-80.0017
40.33,-79.9881
40.4544,-79.8824
40.514,-79.8432
40.4987,-79.8649
40.4484,-79.9342
40.3872,-80.0548
40.5478,-79.8245
40.4454,-79.8475
40.373,-80.0993
40.4441,-80.0281
40.4496,-79.9653
40.5216,-80.0484
40.3521,-79.851
40.494,-79.9029
40.4285,-79.9374
40.4663,-79.8136
40.4462,-80.1586
40.3525,-79.851
40.4161,-80.0678
40.4513,-80.0031
40.5359,-80.183
40.4735,-80.0624
40.4292,-79.9898
40.4133,-80.0766
40.438,-79.7404
40.4429,-79.9237
40.3802,-79.8652
40.3427,-80.0363
40.4499,-79.9346
40.3379,-79.8092
40.326,-79.7935
40.4439,-80.0554
40.3314,-79.9366
40.3931,-79.8051
40.5431,-79.8043
40.4485,-79.9872
40.431,-79.8928
40.4732,-79.8482
40.4426,-79.9798
40.2974,-80.0429
40.3286,-79.9449
40.6485,-80.0367
40.4355,-80.0017
40.5152,-80.16
40.4569,-79.8941
40.4564,-79.8899
40.4432,-79.9535
40.4013,-79.8806
40.3323,-80.1379
40.4302,-79.8923
40.2846,-79.8441
40.368,-79.7798
40.546,-80.0168
40.4081,-80.0328
40.4383,-79.8629
40.6499,-80.0945
40.4654,-79.9567
40.3694,-79.9109
40.5795,-79.9575
40.4206,-79.9414
40.449,-80.2093
40.4171,-80.0252
40.4525,-79.8263
40.5629,-80.0412
40.3531,-79.9863
40.4282,-79.9608
40.438,-80.0044
40.465,-79.92
40.4379,-79.7401
40.5925,-79.752
40.4956,-80.0428
40.3571,-79.9806
40.6319,-79.9407
40.5806,-79.7833
40.4664,-80.0255
40.3201,-80.027
40.4565,-79.8967
40.4786,-79.7884
40.4035,-80.0581
40.6218,-80.0542
40.4351,-79.7553
40.3259,-80.0493
40.4658,-80.0641
40.5362,-80.0242
40.4506,-79.8438
40.6009,-79.7569
40.6147,-80.0975
40.4368,-79.9277
40.4608,-80.0139
40.5657,-80.1024
40.4317,-80.0247
40.4259,-79.9117
40.4371,-80.2532
40.3654,-80.1082
40.4806,-79.8006
40.5935,-80.0954
40.3482,-79.9473
40.4645,-79.9264
40.4489,-80.0159
40.4797,-79.9079
40.4593,-80.1722
40.3404,-79.8936
40.4285,-79.7293
40.4609,-79.988
40.4196,-79.9272
40.3976,-80.0174
40.4241,-80.1034
40.4433,-80.009
40.4203,-79.8038
40.5098,-80.0926
40.3983,-79.9998
40.4697,-79.921
40.4755,-79.8485
40.3943,-80.028
40.3415,-80.0226
40.4677,-80.0601
40.5067,-80.2233
40.3439,-79.981
40.4883,-79.8367
40.4492,-80.0253
40.4383,-79.9961
40.2772,-79.8772
40.4729,-80.0727
40.5595,-79.9594
40.4905,-79.8693
40.4495,-80.0888
40.4173,-79.9745
40.491,-79.8769
40.5761,-80.0148
40.4318,-79.7468
40.4196,-80.0515
40.411,-80.0059
40.3612,-79.9927
40.4929,-79.9385
40.5642,-80.2059
40.5256,-79.841
40.5711,-79.792
40.3666,-79.9811
40.5405,-80.1225
40.4428,-80.0247
40.3549,-79.8349
40.4132,-80.0651
40.4262,-79.9148
40.4364,-79.9948
40.3496,-79.976
40.3736,-80.0914
40.4708,-80.0606
40.5008,-80.0228
40.5212,-80.1422
40.454,-79.9531
40.4382,-79.905
40.5092,-80.2024
40.5276,-79.8089
40.4331,-79.8936
,
40.6447,-80.0091
40.4222,-80.0296
40.4996,-79.946
40.4065,-79.8877
40.3444,-79.8839
40.4321,-79.8716
40.3829,-80.0524
40.3955,-79.9976
40.6234,-80.0537
40.2249,-79.8534
40.4419,-80.1567
40.341,-80.0221
40.6301,-79.9851
40.3474,-79.9491
40.5223,-79.9909
40.4863,-79.9587
40.3792,-79.8573
40.4328,-79.8939
40.4524,-80.0142
40.4949,-79.75
40.4311,-79.9736
40.4609,-80.0764
40.3802,-79.9944
40.3844,-80.0438
40.4637,-79.8018
40.432,-80.0037
40.4512,-80.2506
40.4291,-79.9993
40.3567,-79.8332
40.3897,-80.1335
40.5015,-80.075
40.3705,-79.9454
40.2282,-79.88
40.4279,-79.7662
40.4645,-79.9615
40.2763,-79.8909
40.4275,-80.1063
40.4382,-79.8305
40.3192,-79.8635
40.3297,-80.0305
40.4042,-79.8831
40.4896,-80.0348
40.4943,-79.9039
40.4572,-79.9341
40.3364,-80.0486
40.43,-79.9577
40.3245,-79.9038
40.5108,-79.8546
40.439,-80.0155
40.3151,-80.0294
40.2912,-79.8753
40.4181,-80.0472
40.4703,-80.2204
40.6257,-79.9269
40.3813,-79.8168
40.6635,-80.0419
40.4962,-79.8368
40.4437,-79.9951
40.5296,-79.9523
